"field_date","site_reach","sample_type","date_analyzed","method","slide_rep","non_algal","non_e_r_diatoms","other_coccoids","aphanothece","chroococcus","epithemia","rhopalodia","nostoc","mougeotia","scenedesmus_no_spines","desmodesmus_spines","ankistrodesmus","lacunastrum","anabaena_and_cylindrospermum","geitlerinema","spirogyra","cladophora","leptolyngbya","homoeothrix","microcoleus","stigeoclonium","oedogonium","lyngbya","oscillatoria","chantransia","tetraedron","oocystis","gloeocystis","phormidium_unknown","pediastrum","euglenoid","closterium","zygnema","calothrix","coelastrum","unknown_green_algae","stauridium","tolypothrix","scytonema","ulothrix","cosmarium","rivularia","gloeotrichia","unknown","nodularia","microcystis","desmid"
2022-07-26,"SAL-3","NT",2024-02-23,"preserved",1,94.8,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-26,"SAL-3","NT",2024-02-23,"preserved",2,84.8,5,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-26,"SAL-3","NT",2024-02-23,"preserved",3,88.7,4,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-22,"SAL-3","NT",2024-01-25,"preserved",1,7,20,1,0,0.1,10,5,0,10,0,0,0,0,0.1,5,34.4,0,3,1,0.1,0,2,0,0,1,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
2022-09-22,"SAL-3","NT",2024-01-25,"preserved",2,10,7,1,0,0.1,5,5,0,15,0.1,0,0,0,0,2,53.7,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-22,"SAL-3","NT",2024-01-25,"preserved",3,20,15,1,0,0,4,5,0,22,0,0,0,0,0.1,2,25.8,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,"SFE-M-1S","NT",2024-01-05,"preserved",1,3,15,3,0,0,2,0,5,0,0.5,0,0,0,8,3,0,0,1,0.1,56.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,"SFE-M-1S","NT",2024-01-05,"preserved",2,2,2,3,0,0,1,0,84,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,"SFE-M-1S","NT",2024-01-05,"preserved",3,5,3,5,0,0,1,0,79.8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0
2022-06-29,"SFE-M-1S","NT",2024-01-05,"preserved",4,3,3,2,0,0,1,0,5,0,0,0,0,0,0,1,0,78,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,"SFE-M-1S","NT",2024-01-03,"preserved",1,3,3,2,0,0,5,1,62.5,0.1,0.5,0.5,0,0.1,2,2,8,10,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,"SFE-M-1S","NT",2024-01-03,"preserved",2,5,2,2,0,0,3,0.1,69.2,0,0.2,0.3,0,0.1,0.1,1,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,"SFE-M-1S","NT",2024-01-03,"preserved",3,2,3,2,0,0,5,1,72.8,0,0.8,0.2,0.1,0,2,2,6,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,"SFE-M-1S","NT",2024-01-03,"preserved",4,2,5,3,0,0,7,1,1,1,0.5,0.5,0,0,4,3,5,66.8,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,"SFE-M-1S","NT",2024-01-03,"preserved",5,7,12,1,0,0,5,1,0,3,0,0.5,0,0,9,2,10,45.4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-28,"SFE-M-1S","NT",2024-01-14,"preserved",1,12,5,1,0,0,15,0.1,1,5,0.5,0.5,0,0,6,3,20,18.5,2,0,7,0,3,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0
2022-07-28,"SFE-M-1S","NT",2024-01-14,"preserved",2,10,7,1,0,0,17,1,1,0,0.1,0,0,0,18,3,15,13.8,0,0,8,0,5,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-28,"SFE-M-1S","NT",2024-01-14,"preserved",3,15,5,2,0,0,10,0.1,55.7,0,0,0,0,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0
2022-07-28,"SFE-M-1S","NT",2024-01-14,"preserved",4,10,15,1,0,0,10,2,5,0,0.1,0,0,0,3,1,22,17.8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.1,0,0,0
2022-08-10,"SFE-M-1S","NT",2024-01-18,"preserved",1,10,5,2,0,0,6,4,0,5,0.5,0.1,0,0,8,2,25.3,15,1,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,3,0,0,0,0,0
2022-08-10,"SFE-M-1S","NT",2024-01-18,"preserved",2,12,4,1,0,0,7,3,0,0,0.1,0,0,0,4,1,37.5,13,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0,0
2022-08-10,"SFE-M-1S","NT",2024-01-18,"preserved",3,15,3,2,0,1,20,5,0,0,0,0.1,0.1,0,7,3,24.8,0,3,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-10,"SFE-M-1S","NT",2024-01-18,"preserved",4,18,3,3,0,0,8,1,0,0,0.5,0.5,0,0,5,1,28.7,0,1,0,5,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,15,0,0,0,0,0
2022-08-10,"SFE-M-1S","NT",2024-01-18,"preserved",5,15,8,2,0,0,10,0,0,0,0.8,0.2,0,0,17,3,19.8,0,0,0.1,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
2022-08-23,"SFE-M-1S","NT",2024-01-19,"preserved",1,9,10,1,0,0,10,3,0,0,0.1,0,0,0,6,1,49.7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0
2022-08-23,"SFE-M-1S","NT",2024-01-19,"preserved",2,15,5,1,0,0,7,3,0,0,0.1,0,0,0,3,1,64.8,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23,"SFE-M-1S","NT",2024-01-19,"preserved",3,20,5,3,0,0,5,0,0,0,0,0,0,0,3,0,55.9,0,1,7,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23,"SFE-M-1S","NT",2024-01-19,"preserved",4,10,7,1,0,0,7,4,0,0,0,0,0,0,0,1,25,36,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-06,"SFE-M-1S","NT",2024-01-22,"preserved",1,25,5,2,0.1,0,8,1,0.1,0,0.1,0.1,0,0,4,1,17.2,10,1,0.1,7,0.1,5,0,0,0,0,0,0,0,0,0,0,5,0,0.1,0,1,0,0,0,0,7,0.1,0,0,0,0
2022-09-06,"SFE-M-1S","NT",2024-01-22,"preserved",2,8,5,3,0,0,6,3,0,1,0.1,0,0,0,3,0,40.8,12,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0.1,0,0,0,0,7,0,0,0,0,0
2022-09-06,"SFE-M-1S","NT",2024-01-22,"preserved",3,15,8,3,0,0,10,4,0,0,0.5,0,0,0,0,2,20,18,1,0.1,7,0.1,10,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0
2022-09-06,"SFE-M-1S","NT",2024-01-22,"preserved",4,10,2,2,0,0.1,5,3,0,0,0.1,0,0,0,5,0,26.7,22,2,0,6,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.1,0,0,0,0,5,0,0,0,0,0
2022-09-17,"SFE-M-1S","NT",2024-01-23,"preserved",1,15,7,2,0,0.1,8,3,0,1,0.1,0,0,0,5,2,33.7,0,1,1,6,1,10,0,0,0,0.1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-09-17,"SFE-M-1S","NT",2024-01-23,"preserved",2,10,7,3,0,0.1,7,2,2,1,0.1,0.1,0.1,0,3,3,51.5,0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
2022-09-17,"SFE-M-1S","NT",2024-01-23,"preserved",3,20,10,3,0,0.1,12,5,2,1,0.5,0,0,0.1,7,5,29,0,0,3,2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0
2022-09-17,"SFE-M-1S","NT",2024-01-23,"preserved",4,15,5,3,0,0.1,5,3,0,0,0.5,0,0,0,7,2,41,10,2,2,3,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0
2022-06-29,"SFE-M-3","NT",2024-01-08,"preserved",1,5,15,2,0,0,2,0,1,0,0,0,0,0,0,1,7,47,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,"SFE-M-3","NT",2024-01-08,"preserved",2,15,13,3,0,0,2,0,1,2,0.5,0.5,0,0,0,3,5,35,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,"SFE-M-3","NT",2024-01-08,"preserved",3,20,13,1,0,0,3,0,0,0,0.5,0.5,0,0,0,3,5,24,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,"SFE-M-3","NT",2024-01-08,"preserved",4,15,10,1,0,0,3,0,0.1,0,0,0,0,0,0,1,3,41.8,0,0,25,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,"SFE-M-3","NT",2024-01-08,"preserved",5,10,11,3,0,0,2,0,0,0,0,0,0,0,0,2,3,46,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,"SFE-M-3","NT",2024-01-09,"preserved",1,3,3,1,0,0,0.1,1,0,0,0.1,0,0,0,5,1,75.7,10,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,"SFE-M-3","NT",2024-01-09,"preserved",2,5,2,1,0,0,0.1,2,0,0.1,0.5,0.1,0,0,7,3,79.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,"SFE-M-3","NT",2024-01-09,"preserved",3,7,10,1,0,0,0,0,0,0,0.1,0,0,0,3,0,40,38.8,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,"SFE-M-3","NT",2024-01-09,"preserved",4,5,2,1,0,0,0.1,0,66.7,0,0,0,0,0,0.1,0,10,0,0,0.1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-28,"SFE-M-3","NT",2024-01-16,"preserved",1,12,7,3,0,0.1,10,2,0,0,1,1,0,0,20,4,3,7,5,0,20.6,0,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,2,0,0,0,0.1,0,0
2022-07-28,"SFE-M-3","NT",2024-01-16,"preserved",2,10,7,4,0,0,18,2,1,0,0.9,0.1,0,0,7,5,14.9,20,0.1,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-28,"SFE-M-3","NT",2024-01-16,"preserved",3,15,7,3,0.1,0,15,2,0,0,0.5,0.5,0,0,5,4,18.8,21,0,1,5,0,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-28,"SFE-M-3","NT",2024-01-16,"preserved",4,35.8,7,2,3,0,13,3,0,0,0.2,0.8,0,0,7,2,5,5,3,3,5,0,5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
2022-08-10,"SFE-M-3","NT",2024-01-18,"preserved",1,20,6,3,0,0,15,7,0,0,1,0,0.1,0,8,4,15.7,12,0,0,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0
2022-08-10,"SFE-M-3","NT",2024-01-18,"preserved",2,15,7,3,0,0,10,6,0,0,0.5,0,0,0,6,3,8,35.3,0,0,1,0.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
2022-08-10,"SFE-M-3","NT",2024-01-18,"preserved",3,10,3,1,0,0,3,0,0,0,0,0,0,0,3,0,15,60,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-10,"SFE-M-3","NT",2024-01-18,"preserved",4,15,4,2,0,0,12,5,0,0,0.1,0,0,0,2,3,10,40.7,0,0,0.1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
2022-08-23,"SFE-M-3","NT",2024-01-22,"preserved",1,15,7,2,0,0.1,9,1,0,1,0.1,0.1,0,0,3,2,37.5,0,0,0.1,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
2022-08-23,"SFE-M-3","NT",2024-01-22,"preserved",2,17,4,3,0,0,5,1,0,0,0,0.1,0,0,2,1,47.6,0,0.1,0,11,0,8,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
2022-08-23,"SFE-M-3","NT",2024-01-22,"preserved",3,20,4,3,1,0,3,1,0,1,0.1,0.1,0.1,0.1,2,1,40.3,5,1,0.1,7,0.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
2022-09-06,"SFE-M-3","NT",2024-02-20,"preserved",1,12,10,3,0,0.1,7,0,0,0,0.1,0.1,0.1,0,1,2,27.4,20,2,1,0.1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0
2022-09-06,"SFE-M-3","NT",2024-02-20,"preserved",2,8,15,3,0,0.1,7,0,0,0,0,0.1,0.1,0,1,1,36.2,20,2,0,0.1,0,6,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0
2022-09-06,"SFE-M-3","NT",2024-02-20,"preserved",3,7,14,3,0,0.1,5,0,0,4,0.1,0,0,0,1,1,26.6,21,2,0,0.1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
2022-09-17,"SFE-M-3","NT",2024-01-24,"preserved",1,15,7,2,0.1,1,8,0,0,0,0.1,0,0,0,0,10,22.4,16,0,0.1,10,0,7,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,1,0,0,0,0,0,0,0,0
2022-09-17,"SFE-M-3","NT",2024-01-24,"preserved",2,17,7,4,0.1,2,7,0,0.1,0,0.1,0,0,0,0,5,26.7,8,1,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-17,"SFE-M-3","NT",2024-01-24,"preserved",3,15,7,4,0,3,5,1,0,0,0.1,0,0,0,0,2,37.8,10,0,0,15,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-17,"SFE-M-3","NT",2024-01-24,"preserved",4,25,9,3,0,3,7,0,0,0,0,0,0,0,0,5,26.6,0,0,0.1,20,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0
2022-06-29,"SFE-M-4","NT",2024-01-09,"preserved",1,8,5,1,0,0,1,0,75.4,0,0.5,0,0,0,0,2,7,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,"SFE-M-4","NT",2024-01-09,"preserved",2,5,4,1,0,0,3,0,1,2,0.1,0,0,0,0,1,74.9,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,"SFE-M-4","NT",2024-01-09,"preserved",3,5,2,1,0,0,0.1,0,84.9,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,"SFE-M-4","NT",2024-01-09,"preserved",4,8,1,1,0,0,0.1,0,71.9,0,0,0,0,0,0,1,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,"SFE-M-4","NT",2024-01-10,"preserved",1,1,3,1,0,0,1,0,77.9,0,0.1,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,"SFE-M-4","NT",2024-01-10,"preserved",2,3,5,2,0,0,3,0,1,0,0.9,0.1,0,0,5,1,71,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,"SFE-M-4","NT",2024-01-10,"preserved",3,4,10,1,0,0,3,0,0,0,0.1,0,0,0,7,1,48.8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2022-07-14,"SFE-M-4","NT",2024-01-10,"preserved",4,10,5,1,0,0,3,0.1,44.7,0,0.8,0.2,0,0,0,1,15,10,2,0,0.1,0,7,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-28,"SFE-M-4","NT",2024-01-17,"preserved",1,16,5,2,0.5,0.5,8,3,0,1,0.5,0.1,0.1,0,10,3,20,22,1,0,0.1,0,7,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
2022-07-28,"SFE-M-4","NT",2024-01-17,"preserved",2,13,3,3,0,0.1,7,5,0,0,0.1,1,0,0,11,3,15,5,1,2,29.7,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-07-28,"SFE-M-4","NT",2024-01-17,"preserved",3,15,4,4,0,0,10,3,20.8,0,1,0,0,0,3,2,16,5,1,0,7,0,7,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0
2022-07-28,"SFE-M-4","NT",2024-01-17,"preserved",4,13,8,3,0,0.1,10,4,3,0,0,0.1,0,0,15,1,19.4,7,1,0.1,8,0,7,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0
2022-08-10,"SFE-M-4","NT",2024-01-19,"preserved",1,5,3,1,0,0,5,0,72.8,0,0.1,0,0,0,0,1,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
2022-08-10,"SFE-M-4","NT",2024-01-19,"preserved",2,18,10,2,1,0,15,2,0,0,0.5,0.5,0,0.1,3,1,10,31.6,1,0,3,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1
2022-08-10,"SFE-M-4","NT",2024-01-19,"preserved",3,9,12,3,1,0,15,5,0,0,1,0,0,0.1,4,2,0,44.6,1,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0
2022-08-10,"SFE-M-4","NT",2024-01-19,"preserved",4,7,10,1,0,0,5,0,0,0,0,0,0,0,0,1,3,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-10,"SFE-M-4","NT",2024-01-19,"preserved",5,10,6,1,0,0,7,0,70,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23,"SFE-M-4","NT",2024-01-22,"preserved",1,15,5,1,0,0.1,7,2,4,0,0.1,0,0,0,4,1,37.3,10,0.1,0.1,3,0,10,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0
2022-08-23,"SFE-M-4","NT",2024-01-22,"preserved",2,18,6,2,0,0,7,1,0,0,0.5,0,0,0,0,3,48.3,0,1,0.1,0,0,12,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-08-23,"SFE-M-4","NT",2024-01-22,"preserved",3,10,5,1,0,1,7,2,0,0,0,0,0,0,0,1,44.8,15,1,0.1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
2022-08-23,"SFE-M-4","NT",2024-01-22,"preserved",4,15,11,2,0,1,15,2,0,0,0.5,0,0,0,0,2,20.3,17,1,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0
2022-09-06,"SFE-M-4","NT",2024-01-23,"preserved",1,25,3,2,0,0,5,1,0,0,1,0,0,0,0,1,28.6,20,1,0.1,0.1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,5,0,0,0,0,0
2022-09-06,"SFE-M-4","NT",2024-01-23,"preserved",2,15,5,3,0,0.1,5,2,0,0,0.1,0,0,0,0,1,49.7,10,3,0.1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-06,"SFE-M-4","NT",2024-01-23,"preserved",3,20,4,3,0,0.1,5,1,0,0,0.1,0,0,0,0,0,26.6,10,0,5,0,0,0,5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,20,0,0,0,0,0
2022-09-06,"SFE-M-4","NT",2024-01-23,"preserved",4,15,5,3,0,0.1,8,2,0,0,0.1,0,0,0.1,0,0,40.6,7,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,10,0,0,0,0,0
2022-09-17,"SFE-M-4","NT",2024-02-20,"preserved",1,13,7,2,0,0.1,5,0,0,0,0,0,0,0,0,4,15,5,0,36.9,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-17,"SFE-M-4","NT",2024-02-20,"preserved",2,10,4,3,0.1,0.1,3,0,0,0,0.1,0.1,0,0,0,1,34.1,20,4,11,0,0.1,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0.1,0,0,0,0,0.1,0,0.2,0,0,0
2022-09-17,"SFE-M-4","NT",2024-02-20,"preserved",3,5,5,2,0,0,3,0,0,0,0.1,0,0,0,0,0,80.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-28,"SAL-1S","NT",2024-02-26,"preserved",1,92.9,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-28,"SAL-1S","NT",2024-02-26,"preserved",2,84.9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-28,"SAL-1S","NT",2024-02-26,"preserved",3,81.9,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,"SAL-1S","NT",2024-02-27,"preserved",1,96.9,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,"SAL-1S","NT",2024-02-27,"preserved",2,92.4,5,0.5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,"SAL-1S","NT",2024-02-27,"preserved",3,91.9,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-27,"SAL-1S","NT",2024-02-28,"preserved",1,82.8,9,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-27,"SAL-1S","NT",2024-02-28,"preserved",2,80.8,10,1,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-27,"SAL-1S","NT",2024-02-28,"preserved",3,85.9,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-10,"SAL-1S","NT",2024-02-28,"preserved",1,20,59.8,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,3,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
